,send_time,recv_time
231,1701361230.5444777,1701361231.0636904
232,1701361230.5614266,1701361231.0636904
233,1701361230.5758367,1701361231.0636904
234,1701361230.5935185,1701361231.0636904
235,1701361230.6061385,1701361231.0636904
236,1701361230.6270983,1701361231.28328
237,1701361230.6381507,1701361231.28328
238,1701361230.6535454,1701361231.28328
239,1701361230.669182,1701361231.28328
240,1701361230.6850114,1701361231.28328
241,1701361230.700916,1701361231.28328
242,1701361230.7158723,1701361231.28328
243,1701361230.7319286,1701361231.28328
244,1701361230.7471943,1701361231.28328
245,1701361230.7626257,1701361231.28328
246,1701361230.7779708,1701361231.28328
247,1701361230.7937403,1701361231.28328
248,1701361230.8094025,1701361231.28328
249,1701361230.8270924,1701361231.28328
250,1701361230.8447695,1701361231.5046053
251,1701361230.857736,1701361231.5046053
252,1701361230.8726976,1701361231.5046053
253,1701361230.8883245,1701361231.5046053
254,1701361230.904295,1701361231.5046053
255,1701361230.919973,1701361231.5046053
256,1701361230.9359396,1701361231.5046053
257,1701361230.9518332,1701361231.5046053
258,1701361230.9677832,1701361231.5046053
259,1701361230.9835744,1701361231.5046053
260,1701361230.9993594,1701361231.5046053
261,1701361231.014331,1701361231.5056531
262,1701361231.0303557,1701361231.5056531
263,1701361231.0461352,1701361231.5056531
264,1701361231.0617082,1701361231.7273798
265,1701361231.0776775,1701361231.7273798
266,1701361231.0932038,1701361231.7273798
267,1701361231.1088507,1701361231.7273798
268,1701361231.1245258,1701361231.7273798
269,1701361231.1431952,1701361231.7273798
270,1701361231.1557682,1701361231.7273798
271,1701361231.1715915,1701361231.7283742
272,1701361231.1875384,1701361231.7283742
273,1701361231.203498,1701361231.7283742
274,1701361231.2194493,1701361231.7283742
275,1701361231.2354093,1701361231.7283742
276,1701361231.2513988,1701361231.7283742
277,1701361231.266324,1701361231.7283742
278,1701361231.2823198,1701361231.7283742
279,1701361231.2982383,1701361231.9463258
280,1701361231.3142,1701361231.9463258
281,1701361231.3301966,1701361231.9463258
282,1701361231.3461752,1701361231.9463258
283,1701361231.361675,1701361231.9463258
284,1701361231.3768468,1701361231.9463258
285,1701361231.3925354,1701361231.9463258
286,1701361231.408206,1701361231.9463258
287,1701361231.4237497,1701361231.9463258
288,1701361231.4396036,1701361231.9463258
289,1701361231.4549816,1701361231.9463258
290,1701361231.4705503,1701361231.9463258
291,1701361231.4857087,1701361231.9463258
292,1701361231.5016074,1701361231.9463258
293,1701361231.5171084,1701361232.1662085
294,1701361231.5323005,1701361232.1662085
295,1701361231.5474465,1701361232.1662085
296,1701361231.563227,1701361232.1662085
297,1701361231.5788262,1701361232.1662085
298,1701361231.5948145,1701361232.1662085
299,1701361231.6107466,1701361232.1662085
300,1701361231.6276414,1701361232.1662085
301,1701361231.6433275,1701361232.1662085
302,1701361231.658192,1701361232.1662085
303,1701361231.67789,1701361232.1662085
304,1701361231.689464,1701361232.1662085
305,1701361231.705436,1701361232.1662085
306,1701361231.721567,1701361232.1662085
307,1701361231.737203,1701361232.3851495
308,1701361231.7525752,1701361232.3851495
309,1701361231.7677286,1701361232.3851495
310,1701361231.7829375,1701361232.3851495
311,1701361231.7986047,1701361232.3851495
312,1701361231.8145547,1701361232.3851495
313,1701361231.8299925,1701361232.3851495
314,1701361231.845662,1701361232.3851495
315,1701361231.8613677,1701361232.3851495
316,1701361231.8770058,1701361232.3851495
317,1701361231.8946974,1701361232.3851495
318,1701361231.908412,1701361232.3851495
319,1701361231.924368,1701361232.3851495
320,1701361231.940342,1701361232.3851495
321,1701361231.9562206,1701361232.6053298
322,1701361231.9718702,1701361232.6053298
323,1701361231.987816,1701361232.6053298
324,1701361232.0036705,1701361232.6053298
325,1701361232.0196412,1701361232.6053298
326,1701361232.0355842,1701361232.6053298
327,1701361232.0515776,1701361232.6053298
328,1701361232.0673952,1701361232.6053298
329,1701361232.083245,1701361232.6053298
330,1701361232.098799,1701361232.6053298
331,1701361232.1140342,1701361232.6053298
332,1701361232.129281,1701361232.6053298
333,1701361232.1448972,1701361232.6053298
334,1701361232.1605718,1701361232.6053298
335,1701361232.1772199,1701361232.8263812
336,1701361232.1955342,1701361232.8263812
337,1701361232.2114775,1701361232.8263812
338,1701361232.2264404,1701361232.8263812
339,1701361232.2393997,1701361232.8263812
340,1701361232.2553887,1701361232.8263812
341,1701361232.2703488,1701361232.8263812
342,1701361232.2861776,1701361232.8263812
343,1701361232.3021028,1701361232.8263812
344,1701361232.3180957,1701361232.8263812
345,1701361232.334018,1701361232.8263812
346,1701361232.3501046,1701361232.8263812
347,1701361232.3652642,1701361232.8263812
348,1701361232.3810606,1701361232.8273897
349,1701361232.3962836,1701361233.046575
350,1701361232.4120347,1701361233.046575
351,1701361232.4275968,1701361233.046575
352,1701361232.4430845,1701361233.046575
353,1701361232.4590354,1701361233.046575
354,1701361232.4740167,1701361233.046575
355,1701361232.4895942,1701361233.046575
356,1701361232.5052328,1701361233.046575
357,1701361232.520772,1701361233.046575
358,1701361232.5362158,1701361233.046575
359,1701361232.5520604,1701361233.046575
360,1701361232.5681252,1701361233.046575
361,1701361232.5841644,1701361233.046575
362,1701361232.6000135,1701361233.046575
363,1701361232.615648,1701361233.2674909
364,1701361232.6313267,1701361233.2674909
365,1701361232.6470509,1701361233.2674909
366,1701361232.6627135,1701361233.2674909
367,1701361232.678277,1701361233.2674909
368,1701361232.6939611,1701361233.2674909
369,1701361232.7096405,1701361233.2674909
370,1701361232.7253203,1701361233.2674909
371,1701361232.7412784,1701361233.2674909
372,1701361232.7592301,1701361233.2674909
373,1701361232.7732127,1701361233.2674909
374,1701361232.7891808,1701361233.2674909
375,1701361232.8049948,1701361233.2674909
376,1701361232.820675,1701361233.2674909
377,1701361232.8363547,1701361233.4859042
378,1701361232.8510406,1701361233.4859042
379,1701361232.866996,1701361233.4859042
380,1701361232.8829517,1701361233.4859042
381,1701361232.8989286,1701361233.4859042
382,1701361232.9148805,1701361233.4859042
383,1701361232.930894,1701361233.4859042
384,1701361232.9461136,1701361233.4859042
385,1701361232.9618065,1701361233.4859042
386,1701361232.9777584,1701361233.4859042
387,1701361232.9937158,1701361233.4859042
388,1701361233.0096776,1701361233.4859042
389,1701361233.0326123,1701361233.4859042
390,1701361233.042603,1701361233.4859042
391,1701361233.0595455,1701361233.704323
392,1701361233.073501,1701361233.704323
393,1701361233.0894926,1701361233.704323
394,1701361233.1052036,1701361233.704323
395,1701361233.1208858,1701361233.704323
396,1701361233.1368446,1701361233.704323
397,1701361233.1527956,1701361233.704323
398,1701361233.1687553,1701361233.704323
399,1701361233.18471,1701361233.704323
400,1701361233.2016642,1701361233.704323
401,1701361233.2166262,1701361233.704323
402,1701361233.2355745,1701361233.704323
403,1701361233.2644997,1701361233.704323
404,1701361233.2804592,1701361233.9237354
405,1701361233.2954147,1701361233.9237354
406,1701361233.312374,1701361233.9237354
407,1701361233.327328,1701361233.9237354
408,1701361233.3432868,1701361233.9237354
409,1701361233.3612428,1701361233.9237354
410,1701361233.3762026,1701361233.9237354
411,1701361233.3931663,1701361233.9237354
412,1701361233.4101074,1701361233.9237354
413,1701361233.4230726,1701361233.9237354
414,1701361233.4390311,1701361233.9237354
415,1701361233.4549878,1701361233.9237354
416,1701361233.470944,1701361233.9237354
417,1701361233.4869032,1701361234.1452277
418,1701361233.5018613,1701361234.1452277
419,1701361233.5178218,1701361234.1452277
420,1701361233.5347733,1701361234.1452277
421,1701361233.5487447,1701361234.1452277
422,1701361233.5646958,1701361234.1452277
423,1701361233.5806549,1701361234.1452277
424,1701361233.6006021,1701361234.1452277
425,1701361233.6115694,1701361234.1452277
426,1701361233.6275272,1701361234.1452277
427,1701361233.6494663,1701361234.1452277
428,1701361233.6594446,1701361234.1452277
429,1701361233.6783905,1701361234.1452277
430,1701361233.6943479,1701361234.1452277
431,1701361233.7103086,1701361234.3658307
432,1701361233.72327,1701361234.3658307
433,1701361233.7392285,1701361234.3658307
434,1701361233.755185,1701361234.3658307
435,1701361233.7711432,1701361234.3658307
436,1701361233.787099,1701361234.3658307
437,1701361233.8030574,1701361234.3658307
438,1701361233.8190145,1701361234.3658307
439,1701361233.834971,1701361234.3658307
440,1701361233.8509276,1701361234.3658307
441,1701361233.8678825,1701361234.3658307
442,1701361233.8818462,1701361234.3658307
443,1701361233.8978093,1701361234.3658307
444,1701361233.9137661,1701361234.3658307
445,1701361233.9297373,1701361234.5962596
446,1701361233.9456816,1701361234.5962596
447,1701361233.9614959,1701361234.5962596
448,1701361233.976934,1701361234.5962596
449,1701361233.992891,1701361234.5962596
450,1701361234.0084188,1701361234.5962596
451,1701361234.0264432,1701361234.5962596
452,1701361234.0394037,1701361234.5962596
453,1701361234.0553606,1701361234.5962596
454,1701361234.0713203,1701361234.5962596
455,1701361234.0862203,1701361234.5962596
456,1701361234.1019044,1701361234.5962596
457,1701361234.1175802,1701361234.5962596
458,1701361234.133273,1701361234.5962596
459,1701361234.1492226,1701361234.8180695
460,1701361234.1646392,1701361234.8180695
461,1701361234.1835763,1701361234.8180695
462,1701361234.1955462,1701361234.8180695
463,1701361234.211498,1701361234.8180695
464,1701361234.229455,1701361234.8180695
465,1701361234.2444162,1701361234.8180695
466,1701361234.2613668,1701361234.8180695
467,1701361234.2743313,1701361234.8180695
468,1701361234.2902873,1701361234.8180695
469,1701361234.3062456,1701361234.8180695
470,1701361234.322203,1701361234.8180695
471,1701361234.33816,1701361234.8180695
472,1701361234.3538966,1701361234.8180695
473,1701361234.3698227,1701361235.0358882
474,1701361234.3854322,1701361235.0358882
475,1701361234.4013858,1701361235.0358882
476,1701361234.416791,1701361235.0358882
477,1701361234.4324791,1701361235.0358882
478,1701361234.4484324,1701361235.0358882
479,1701361234.4638355,1701361235.0358882
480,1701361234.4795182,1701361235.0358882
481,1701361234.4954715,1701361235.0368776
482,1701361234.511432,1701361235.0368776
483,1701361234.5275524,1701361235.0368776
484,1701361234.5422378,1701361235.0368776
485,1701361234.5602102,1701361235.0368776
486,1701361234.5741653,1701361235.0368776
487,1701361234.5901487,1701361235.0368776
488,1701361234.6062348,1701361235.2534738
489,1701361234.6221251,1701361235.2534738
490,1701361234.637497,1701361235.2534738
491,1701361234.6532936,1701361235.2534738
492,1701361234.6692324,1701361235.2534738
493,1701361234.6851907,1701361235.2534738
494,1701361234.701146,1701361235.2534738
495,1701361234.7167857,1701361235.2534738
496,1701361234.7326787,1701361235.2534738
497,1701361234.7483644,1701361235.2534738
498,1701361234.7640557,1701361235.2534738
499,1701361234.7797241,1701361235.2534738
500,1701361234.7954085,1701361235.2534738
501,1701361234.8110883,1701361235.2534738
502,1701361234.8280401,1701361235.4725578
503,1701361234.8440015,1701361235.4725578
504,1701361234.8603888,1701361235.4725578
505,1701361234.873608,1701361235.4725578
506,1701361234.8890777,1701361235.4725578
507,1701361234.9042976,1701361235.4725578
508,1701361234.9201827,1701361235.4725578
509,1701361234.9360845,1701361235.4725578
510,1701361234.9520488,1701361235.4725578
511,1701361234.9673417,1701361235.4725578
512,1701361234.9828641,1701361235.4725578
513,1701361234.9985445,1701361235.4725578
514,1701361235.0145097,1701361235.4725578
515,1701361235.0298963,1701361235.4725578
516,1701361235.0458484,1701361235.691786
517,1701361235.0622528,1701361235.691786
518,1701361235.0769417,1701361235.6927972
519,1701361235.0968807,1701361235.6927972
520,1701361235.1085358,1701361235.6927972
521,1701361235.1237903,1701361235.6927972
522,1701361235.139782,1701361235.6927972
523,1701361235.154745,1701361235.6927972
524,1701361235.1706855,1701361235.6927972
525,1701361235.1866999,1701361235.6927972
526,1701361235.2026134,1701361235.6927972
527,1701361235.2185693,1701361235.6927972
528,1701361235.2345562,1701361235.6927972
529,1701361235.2505038,1701361235.6927972
530,1701361235.2664797,1701361235.9116795
531,1701361235.282447,1701361235.9116795
532,1701361235.2983558,1701361235.9116795
533,1701361235.3143308,1701361235.9116795
534,1701361235.3302784,1701361235.9116795
535,1701361235.3457844,1701361235.9116795
536,1701361235.3617523,1701361235.9116795
537,1701361235.3773837,1701361235.9116795
538,1701361235.3935447,1701361235.9126797
539,1701361235.4087596,1701361235.9126797
540,1701361235.4242084,1701361235.9126797
541,1701361235.4396253,1701361235.9126797
542,1701361235.455605,1701361235.9126797
543,1701361235.4705637,1701361235.9126797
544,1701361235.4865215,1701361236.130487
545,1701361235.5024774,1701361236.130487
546,1701361235.5184407,1701361236.130487
547,1701361235.5343919,1701361236.130487
548,1701361235.550355,1701361236.130487
549,1701361235.5655966,1701361236.130487
550,1701361235.581311,1701361236.130487
551,1701361235.5979571,1701361236.130487
552,1701361235.613633,1701361236.130487
553,1701361235.6293137,1701361236.130487
554,1701361235.6470726,1701361236.130487
555,1701361235.6627598,1701361236.130487
556,1701361235.6767235,1701361236.130487
557,1701361235.6909914,1701361236.3505082
558,1701361235.7063608,1701361236.3505082
559,1701361235.7217274,1701361236.3505082
560,1701361235.737475,1701361236.3505082
561,1701361235.752841,1701361236.3505082
562,1701361235.7679749,1701361236.3505082
563,1701361235.7839353,1701361236.3505082
564,1701361235.7994103,1701361236.3505082
565,1701361235.815114,1701361236.3505082
566,1701361235.8307583,1701361236.3505082
567,1701361235.846397,1701361236.3505082
568,1701361235.8620863,1701361236.3505082
569,1701361235.8797677,1701361236.3505082
570,1701361235.8937316,1701361236.3505082
571,1701361235.9126797,1701361236.5686998
572,1701361235.925272,1701361236.5686998
573,1701361235.9407175,1701361236.5686998
574,1701361235.9562562,1701361236.5686998
575,1701361235.9722102,1701361236.5686998
576,1701361235.9877975,1701361236.5686998
577,1701361236.003543,1701361236.5686998
578,1701361236.0194988,1701361236.5686998
579,1701361236.0349686,1701361236.5686998
580,1701361236.0502524,1701361236.5686998
581,1701361236.0652938,1701361236.5686998
582,1701361236.0809002,1701361236.5686998
583,1701361236.0966303,1701361236.5686998
584,1701361236.124504,1701361236.5686998
585,1701361236.1314845,1701361236.7866967
586,1701361236.1444533,1701361236.7866967
587,1701361236.1611528,1701361236.7866967
588,1701361236.175414,1701361236.7866967
589,1701361236.1911805,1701361236.7876987
590,1701361236.2072175,1701361236.7876987
591,1701361236.2231746,1701361236.7876987
592,1701361236.2391326,1701361236.7876987
593,1701361236.2540927,1701361236.7876987
594,1701361236.2700496,1701361236.7876987
595,1701361236.2860076,1701361236.7876987
596,1701361236.3019648,1701361236.7876987
597,1701361236.3179233,1701361236.7876987
598,1701361236.33391,1701361236.7876987
599,1701361236.3505082,1701361237.0056283
600,1701361236.365216,1701361237.0056283
601,1701361236.3808928,1701361237.0056283
602,1701361236.3968513,1701361237.0056283
603,1701361236.4122639,1701361237.0056283
604,1701361236.4282193,1701361237.0056283
605,1701361236.443603,1701361237.0056283
606,1701361236.4590838,1701361237.0056283
607,1701361236.4743705,1701361237.0056283
608,1701361236.4898722,1701361237.0056283
609,1701361236.5058975,1701361237.0056283
610,1701361236.5218084,1701361237.0056283
611,1701361236.5372179,1701361237.0056283
612,1701361236.553301,1701361237.0056283
613,1701361236.569051,1701361237.2241354
614,1701361236.5840838,1701361237.2241354
615,1701361236.5997033,1701361237.2241354
616,1701361236.6156628,1701361237.2241354
617,1701361236.6325643,1701361237.2241354
618,1701361236.6469877,1701361237.2241354
619,1701361236.6635885,1701361237.2241354
620,1701361236.6783197,1701361237.2241354
621,1701361236.693485,1701361237.2241354
622,1701361236.7096825,1701361237.2241354
623,1701361236.7296407,1701361237.2241354
624,1701361236.741614,1701361237.2241354
625,1701361236.7575653,1701361237.2241354
626,1701361236.773042,1701361237.2241354
627,1701361236.7888334,1701361237.4472756
628,1701361236.8048317,1701361237.4472756
629,1701361236.820459,1701361237.4472756
630,1701361236.8363798,1701361237.4472756
631,1701361236.8517454,1701361237.4472756
632,1701361236.8675435,1701361237.4472756
633,1701361236.8834932,1701361237.4472756
634,1701361236.8984077,1701361237.4472756
635,1701361236.9143987,1701361237.4472756
636,1701361236.9303076,1701361237.4472756
637,1701361236.9460416,1701361237.4472756
638,1701361236.9616852,1701361237.4472756
639,1701361236.976912,1701361237.4472756
640,1701361236.99304,1701361237.4472756
641,1701361237.0089402,1701361237.6653538
642,1701361237.0251868,1701361237.6653538
643,1701361237.04057,1701361237.6653538
644,1701361237.0563042,1701361237.6653538
645,1701361237.0716708,1701361237.6653538
646,1701361237.0871165,1701361237.6653538
647,1701361237.1023788,1701361237.6653538
648,1701361237.1180036,1701361237.6653538
649,1701361237.1336482,1701361237.6653538
650,1701361237.149344,1701361237.6653538
651,1701361237.1652431,1701361237.6653538
652,1701361237.1812062,1701361237.6653538
653,1701361237.198208,1701361237.6653538
654,1701361237.2131703,1701361237.6653538
655,1701361237.2301204,1701361237.885146
656,1701361237.2460828,1701361237.885146
657,1701361237.2620392,1701361237.885146
658,1701361237.278996,1701361237.885146
659,1701361237.292952,1701361237.885146
660,1701361237.307912,1701361237.885146
661,1701361237.3238688,1701361237.885146
662,1701361237.338831,1701361237.885146
663,1701361237.354134,1701361237.885146
664,1701361237.369764,1701361237.885146
665,1701361237.3855014,1701361237.885146
666,1701361237.4011781,1701361237.885146
667,1701361237.417175,1701361237.885146
668,1701361237.4326696,1701361237.885146
669,1701361237.4482803,1701361238.1037805
670,1701361237.4639847,1701361238.1037805
671,1701361237.479947,1701361238.1037805
672,1701361237.4953494,1701361238.1037805
673,1701361237.5104935,1701361238.1037805
674,1701361237.5259914,1701361238.1037805
675,1701361237.5417883,1701361238.1037805
676,1701361237.5576024,1701361238.1037805
677,1701361237.5731494,1701361238.1037805
678,1701361237.5888922,1701361238.1037805
679,1701361237.6040788,1701361238.1037805
680,1701361237.6193976,1701361238.1037805
681,1701361237.6354022,1701361238.1037805
682,1701361237.650763,1701361238.1037805
683,1701361237.666382,1701361238.3221958
684,1701361237.682038,1701361238.3221958
685,1701361237.6979353,1701361238.3221958
686,1701361237.7133586,1701361238.3221958
687,1701361237.7300248,1701361238.3221958
688,1701361237.7442114,1701361238.3221958
689,1701361237.759918,1701361238.3221958
690,1701361237.7754667,1701361238.3221958
691,1701361237.7908816,1701361238.3221958
692,1701361237.8056512,1701361238.3221958
693,1701361237.820831,1701361238.3221958
694,1701361237.8362772,1701361238.3221958
695,1701361237.8508997,1701361238.3221958
696,1701361237.8665016,1701361238.3221958
697,1701361237.882139,1701361238.5406132
698,1701361237.8978019,1701361238.5406132
699,1701361237.9137697,1701361238.5406132
700,1701361237.9291162,1701361238.5406132
701,1701361237.9443672,1701361238.5406132
702,1701361237.959815,1701361238.5406132
703,1701361237.9753203,1701361238.5406132
704,1701361237.9911463,1701361238.5406132
705,1701361238.0068138,1701361238.5406132
706,1701361238.0227609,1701361238.5406132
707,1701361238.0384536,1701361238.5406132
708,1701361238.054187,1701361238.5406132
709,1701361238.0702796,1701361238.5406132
710,1701361238.0860076,1701361238.5406132
711,1701361238.101786,1701361238.5406132
