,send_time,recv_time
333,1701361250.7688975,1701361250.9839034
334,1701361250.7848015,1701361250.998355
335,1701361250.8007715,1701361251.0163026
336,1701361250.8163817,1701361251.031263
337,1701361250.8320596,1701361251.0462973
338,1701361250.8477418,1701361251.0619025
339,1701361250.8634238,1701361251.0775638
340,1701361250.8793805,1701361251.096283
341,1701361250.895339,1701361251.1153908
342,1701361250.9104671,1701361251.1233635
343,1701361250.9264507,1701361251.143313
344,1701361250.9426725,1701361251.1482995
345,1701361250.957171,1701361251.1656253
346,1701361250.9729328,1701361251.1833
347,1701361250.989378,1701361251.1992567
348,1701361251.004342,1701361251.234164
349,1701361251.02229,1701361251.234164
350,1701361251.0362506,1701361251.2461312
351,1701361251.052255,1701361251.262094
352,1701361251.0682654,1701361251.2810376
353,1701361251.0843377,1701361251.3079693
354,1701361251.0994215,1701361251.3079693
355,1701361251.1153908,1701361251.323926
356,1701361251.1313488,1701361251.3348963
357,1701361251.147301,1701361251.3508534
358,1701361251.162634,1701361251.3658104
359,1701361251.1793149,1701361251.4007187
360,1701361251.196264,1701361251.4166758
361,1701361251.2162113,1701361251.4386253
362,1701361251.2331672,1701361251.446596
363,1701361251.2461312,1701361251.4625535
364,1701361251.262094,1701361251.4795084
365,1701361251.2751293,1701361251.495466
366,1701361251.291021,1701361251.5124202
367,1701361251.3079693,1701361251.530372
368,1701361251.323926,1701361251.5443363
369,1701361251.3388917,1701361251.5573044
370,1701361251.3518498,1701361251.5722606
371,1701361251.3668077,1701361251.6141474
372,1701361251.3817682,1701361251.6141474
373,1701361251.396729,1701361251.6141474
374,1701361251.4126856,1701361251.618137
375,1701361251.4286427,1701361251.6350915
376,1701361251.4446056,1701361251.664015
377,1701361251.4625535,1701361251.6819665
378,1701361251.476519,1701361251.696926
379,1701361251.493479,1701361251.713881
380,1701361251.5124202,1701361251.729838
381,1701361251.5273802,1701361251.7467926
382,1701361251.5413463,1701361251.761752
383,1701361251.5563247,1701361251.7757177
384,1701361251.5722606,1701361251.7956665
385,1701361251.5882227,1701361251.806637
386,1701361251.6141474,1701361251.8215947
387,1701361251.6251204,1701361251.8405852
388,1701361251.6410775,1701361251.8604944
389,1701361251.6520467,1701361251.8664734
390,1701361251.6680028,1701361251.8834274
391,1701361251.6849582,1701361251.8993847
392,1701361251.698921,1701361251.9162436
393,1701361251.7148783,1701361251.9339275
394,1701361251.729838,1701361251.9489217
395,1701361251.7458005,1701361251.9635782
396,1701361251.761752,1701361251.978511
397,1701361251.7777123,1701361252.0020835
398,1701361251.793671,1701361252.0140567
399,1701361251.8096309,1701361252.0280135
400,1701361251.8255885,1701361252.0440538
401,1701361251.8415458,1701361252.0649915
402,1701361251.8564997,1701361252.0772562
403,1701361251.8754506,1701361252.0900726
404,1701361251.8904133,1701361252.103943
405,1701361251.9053743,1701361252.118847
406,1701361251.9192657,1701361252.1451418
407,1701361251.9349315,1701361252.1600804
408,1701361251.950921,1701361252.1660595
409,1701361251.9670324,1701361252.1830444
410,1701361251.9825616,1701361252.201994
411,1701361251.9990926,1701361252.2139633
412,1701361252.0140567,1701361252.229918
413,1701361252.0300038,1701361252.2468731
414,1701361252.0459661,1701361252.2668204
415,1701361252.0630498,1701361252.2807827
416,1701361252.0772562,1701361252.2907686
417,1701361252.0940704,1701361252.3087237
418,1701361252.1089303,1701361252.3236682
419,1701361252.123835,1701361252.3416224
420,1701361252.140137,1701361252.3585784
421,1701361252.1600804,1701361252.3685477
422,1701361252.174075,1701361252.3859515
423,1701361252.1870346,1701361252.4089048
424,1701361252.2029924,1701361252.4188774
425,1701361252.2179506,1701361252.4334679
426,1701361252.2339075,1701361252.449924
427,1701361252.24887,1701361252.4779613
428,1701361252.264825,1701361252.4849458
429,1701361252.2807827,1701361252.4978886
430,1701361252.2957468,1701361252.5123622
431,1701361252.3117042,1701361252.5339382
432,1701361252.3276596,1701361252.5478947
433,1701361252.34262,1701361252.5645921
434,1701361252.3575776,1701361252.5725746
435,1701361252.3735354,1701361252.5906353
436,1701361252.3899164,1701361252.6149125
437,1701361252.4079103,1701361252.6360219
438,1701361252.4218714,1701361252.64401
439,1701361252.4364896,1701361252.651976
440,1701361252.4516053,1701361252.673922
441,1701361252.466974,1701361252.6808972
442,1701361252.4819567,1701361252.6992013
443,1701361252.4978886,1701361252.7175858
444,1701361252.5133615,1701361252.736532
445,1701361252.5329385,1701361252.7484977
446,1701361252.545911,1701361252.7654502
447,1701361252.5616055,1701361252.7754838
448,1701361252.576577,1701361252.7933788
449,1701361252.5926275,1701361252.8123279
450,1701361252.608929,1701361252.8262901
451,1701361252.6340303,1701361252.8512213
452,1701361252.6430042,1701361252.8512213
453,1701361252.6549785,1701361252.8751986
454,1701361252.6719248,1701361252.8851311
455,1701361252.6869116,1701361252.9030833
456,1701361252.702154,1701361252.923073
457,1701361252.7175858,1701361252.9439118
458,1701361252.736532,1701361252.949887
459,1701361252.7494981,1701361252.967743
460,1701361252.7654502,1701361252.9786575
461,1701361252.781408,1701361252.9969351
462,1701361252.7973652,1701361253.0159345
463,1701361252.8133235,1701361253.0289404
464,1701361252.8292801,1701361253.0509233
465,1701361252.845237,1701361253.0568733
466,1701361252.8611999,1701361253.090842
467,1701361252.877157,1701361253.0928383
468,1701361252.893116,1701361253.1077938
469,1701361252.910069,1701361253.1267433
470,1701361252.9250636,1701361253.1466866
471,1701361252.9419105,1701361253.1496778
472,1701361252.9568717,1701361253.173617
473,1701361252.9736707,1701361253.1815941
474,1701361252.9879434,1701361253.1995459
475,1701361253.003974,1701361253.2194915
476,1701361253.0199454,1701361253.2325149
477,1701361253.0349329,1701361253.2514062
478,1701361253.0509233,1701361253.2633743
479,1701361253.0658972,1701361253.2962909
480,1701361253.0868616,1701361253.2962909
481,1701361253.0978184,1701361253.313241
482,1701361253.1137764,1701361253.3301964
483,1701361253.1297324,1701361253.3481724
484,1701361253.1466866,1701361253.3581223
485,1701361253.1616483,1701361253.375077
486,1701361253.1786044,1701361253.4030461
487,1701361253.1965525,1701361253.4185386
488,1701361253.2105203,1701361253.4335027
489,1701361253.225481,1701361253.4525397
490,1701361253.2424333,1701361253.464221
491,1701361253.2633743,1701361253.4789143
492,1701361253.2763443,1701361253.4985802
493,1701361253.2962909,1701361253.5152779
494,1701361253.308256,1701361253.532918
495,1701361253.325209,1701361253.5476184
496,1701361253.3371785,1701361253.5643024
497,1701361253.353135,1701361253.5789847
498,1701361253.3690915,1701361253.597931
499,1701361253.3850486,1701361253.6069276
500,1701361253.400039,1701361253.6200607
501,1701361253.4165468,1701361253.6349773
502,1701361253.4315038,1701361253.6519923
503,1701361253.448541,1701361253.6662998
504,1701361253.464221,1701361253.6812592
505,1701361253.4789143,1701361253.7119796
506,1701361253.4956007,1701361253.7189558
507,1701361253.5103009,1701361253.7309144
508,1701361253.5269365,1701361253.749864
509,1701361253.5446324,1701361253.7678168
510,1701361253.560311,1701361253.7837746
511,1701361253.5779881,1701361253.8002744
512,1701361253.5959508,1701361253.8142343
513,1701361253.6069276,1701361253.829266
514,1701361253.6200607,1701361253.8437364
515,1701361253.635991,1701361253.860223
516,1701361253.6519923,1701361253.8707263
517,1701361253.6672971,1701361253.8850381
518,1701361253.682257,1701361253.902595
519,1701361253.699003,1701361253.9215753
520,1701361253.7159574,1701361253.9374084
521,1701361253.7299604,1701361253.9493818
522,1701361253.7458754,1701361253.9679108
523,1701361253.766821,1701361253.9843025
524,1701361253.7827775,1701361253.9998925
525,1701361253.7992737,1701361254.0168502
526,1701361253.8142343,1701361254.0487628
527,1701361253.829266,1701361254.0497587
528,1701361253.8427348,1701361254.0627255
529,1701361253.8592317,1701361254.0756958
530,1701361253.8717153,1701361254.089658
531,1701361253.8870354,1701361254.1110706
532,1701361253.902595,1701361254.130943
533,1701361253.9185748,1701361254.1429071
534,1701361253.9344163,1701361254.1503077
535,1701361253.950367,1701361254.1749418
536,1701361253.9659157,1701361254.1968107
537,1701361253.9817977,1701361254.2040184
538,1701361253.9979002,1701361254.2184758
539,1701361254.01585,1701361254.2348206
540,1701361254.0497587,1701361254.2607436
541,1701361254.0597494,1701361254.278698
542,1701361254.0756958,1701361254.2936535
543,1701361254.0916476,1701361254.3126018
544,1701361254.1100717,1701361254.3295634
545,1701361254.130943,1701361254.354491
546,1701361254.1379268,1701361254.354491
547,1701361254.1539428,1701361254.376431
548,1701361254.1700125,1701361254.3967254
549,1701361254.186315,1701361254.411129
550,1701361254.2008064,1701361254.4270694
551,1701361254.2165048,1701361254.4370441
552,1701361254.231824,1701361254.4619765
553,1701361254.2487805,1701361254.4619765
554,1701361254.263734,1701361254.4948885
555,1701361254.279695,1701361254.4968832
556,1701361254.294654,1701361254.5137115
557,1701361254.3106472,1701361254.5297003
558,1701361254.3255672,1701361254.546952
559,1701361254.3435194,1701361254.5629852
560,1701361254.3614743,1701361254.5839422
561,1701361254.376431,1701361254.5983424
562,1701361254.3957286,1701361254.609123
563,1701361254.4041212,1701361254.6297002
564,1701361254.4270694,1701361254.6488693
565,1701361254.4360445,1701361254.6508565
566,1701361254.451005,1701361254.6659534
567,1701361254.4699585,1701361254.6959424
568,1701361254.4918997,1701361254.7177887
569,1701361254.4988778,1701361254.7177887
570,1701361254.5137115,1701361254.7339795
571,1701361254.5297003,1701361254.752506
572,1701361254.5449471,1701361254.766123
573,1701361254.5639808,1701361254.784951
574,1701361254.5779533,1701361254.8014672
575,1701361254.59634,1701361254.8119311
576,1701361254.6101215,1701361254.8328338
577,1701361254.6257093,1701361254.8499246
578,1701361254.6438725,1701361254.8536897
579,1701361254.6569443,1701361254.8690886
580,1701361254.6704125,1701361254.8919497
581,1701361254.6859653,1701361254.8985314
582,1701361254.701361,1701361254.9246254
583,1701361254.716815,1701361254.9476118
584,1701361254.7319665,1701361254.959589
585,1701361254.7474978,1701361254.9684813
586,1701361254.7631257,1701361254.9853423
587,1701361254.7798004,1701361255.0024621
588,1701361254.7954948,1701361255.0164244
589,1701361254.8119311,1701361255.0323768
590,1701361254.8268452,1701361255.0496438
591,1701361254.8439522,1701361255.0619853
592,1701361254.8582337,1701361255.0741029
593,1701361254.8768725,1701361255.098926
594,1701361254.887948,1701361255.111886
595,1701361254.9035468,1701361255.1268456
596,1701361254.9196334,1701361255.1408124
597,1701361254.9356427,1701361255.149784
598,1701361254.9506,1701361255.169733
599,1701361254.9664752,1701361255.1846921
600,1701361254.9819663,1701361255.2026427
601,1701361254.9974608,1701361255.216607
602,1701361255.0134346,1701361255.2355535
603,1701361255.0293865,1701361255.249518
604,1701361255.0446556,1701361255.2624836
605,1701361255.060985,1701361255.2754498
606,1701361255.0771024,1701361255.2993834
607,1701361255.098926,1701361255.3283067
608,1701361255.1108887,1701361255.3283067
609,1701361255.1248503,1701361255.3422756
610,1701361255.1408124,1701361255.3532393
611,1701361255.1567729,1701361255.3731916
612,1701361255.1717243,1701361255.3901434
613,1701361255.1876812,1701361255.4051008
614,1701361255.2036393,1701361255.422055
615,1701361255.2185998,1701361255.438015
616,1701361255.2345572,1701361255.4519777
617,1701361255.2505147,1701361255.4679685
618,1701361255.2664716,1701361255.4801366
619,1701361255.2824316,1701361255.5010839
620,1701361255.2983875,1701361255.5160449
621,1701361255.3133476,1701361255.5320036
622,1701361255.329303,1701361255.5454574
623,1701361255.345262,1701361255.5606725
624,1701361255.3612175,1701361255.580426
625,1701361255.3771768,1701361255.5951128
626,1701361255.3921387,1701361255.6120882
627,1701361255.4080935,1701361255.6293554
628,1701361255.425049,1701361255.6471179
629,1701361255.4410295,1701361255.6510825
630,1701361255.4589708,1701361255.684735
631,1701361255.4719222,1701361255.684735
632,1701361255.4871213,1701361255.7049966
633,1701361255.5030787,1701361255.7200139
634,1701361255.5190356,1701361255.7380755
635,1701361255.5339983,1701361255.7496183
636,1701361255.5494792,1701361255.7639256
637,1701361255.5647655,1701361255.7848716
638,1701361255.580426,1701361255.7957156
639,1701361255.5961244,1701361255.8135808
640,1701361255.6120882,1701361255.8285403
641,1701361255.6283555,1701361255.8474905
642,1701361255.6441088,1701361255.8514795
643,1701361255.6597567,1701361255.8804085
644,1701361255.6764348,1701361255.8863857
645,1701361255.6919994,1701361255.900348
646,1701361255.705993,1701361255.914312
647,1701361255.721014,1701361255.9442375
648,1701361255.7370715,1701361255.9472272
649,1701361255.7516155,1701361255.966175
650,1701361255.7669117,1701361255.9861212
651,1701361255.7828767,1701361255.9980884
652,1701361255.7977333,1701361256.015041
653,1701361255.8135808,1701361256.0301497
654,1701361255.8305357,1701361256.047929
655,1701361255.844498,1701361256.0539405
656,1701361255.86046,1701361256.0866792
657,1701361255.8754246,1701361256.098645
658,1701361255.8923745,1701361256.1026332
659,1701361255.908334,1701361256.1172209
660,1701361255.9252872,1701361256.1503975
661,1701361255.9392447,1701361256.1709018
662,1701361255.9552014,1701361256.1709018
663,1701361255.9711595,1701361256.1878552
664,1701361255.9871178,1701361256.200819
665,1701361256.0030732,1701361256.218807
666,1701361256.0190313,1701361256.2347283
667,1701361256.0347528,1701361256.2526817
668,1701361256.0499496,1701361256.3215106
669,1701361256.065646,1701361256.3215106
670,1701361256.0826867,1701361256.3215106
671,1701361256.098645,1701361256.3215106
672,1701361256.1130521,1701361256.4172418
673,1701361256.127736,1701361256.4172418
674,1701361256.1474044,1701361256.4172418
675,1701361256.160937,1701361256.4172418
676,1701361256.1768878,1701361256.4172418
677,1701361256.192848,1701361256.4172418
678,1701361256.2117908,1701361256.4322033
679,1701361256.2227604,1701361256.4531448
680,1701361256.2526817,1701361256.4750936
681,1701361256.3215106,1701361256.6175616
682,1701361256.4162436,1701361256.6206884
683,1701361256.4292126,1701361256.639054
684,1701361256.446181,1701361256.6669674
685,1701361256.462121,1701361256.6809304
686,1701361256.4750936,1701361256.7102532
687,1701361256.4950364,1701361256.7262115
688,1701361256.5060046,1701361256.7349713
689,1701361256.529942,1701361256.7650795
690,1701361256.5379186,1701361256.7650795
691,1701361256.5538762,1701361256.7684598
692,1701361256.5696504,1701361256.7770948
693,1701361256.5850425,1701361256.8032076
694,1701361256.6003604,1701361256.8044975
695,1701361256.6159425,1701361256.8270466
696,1701361256.6321344,1701361256.8554604
697,1701361256.6520083,1701361256.8689816
698,1701361256.66398,1701361256.882022
699,1701361256.6799338,1701361256.9070773
700,1701361256.7032738,1701361256.9156232
701,1701361256.7122493,1701361256.9823081
702,1701361256.727207,1701361256.9823081
703,1701361256.742343,1701361256.9823081
704,1701361256.7625506,1701361256.9823081
705,1701361256.7770948,1701361257.0178077
706,1701361256.7892666,1701361257.0178077
707,1701361256.8044975,1701361257.0337706
708,1701361256.8205414,1701361257.0447407
709,1701361256.8365726,1701361257.059697
710,1701361256.851637,1701361257.0707204
711,1701361256.867018,1701361257.088968
712,1701361256.8834405,1701361257.1061223
713,1701361256.899579,1701361257.1200814
714,1701361256.915085,1701361257.1591957
